location,description,secs,category,CDNumber,CDName,tracknum,clusterLabel,clusterName
07037214.wav,"Footsteps on Wood, two men & two women walking, with start and stop. (Dead acoustic.)",64,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),10,5.0,footstep
07037215.wav,"Footsteps on Wood, two men & two women walking, with approach & stop. (Dead acoustic.)",17,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),11,5.0,footstep
07037216.wav,"Footsteps on Wood, two men & two women walking, departing. (Dead acoustic.)",18,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),12,5.0,footstep
07037217.wav,"Footsteps on Wood, man running, with start & stop. (Dead acoustic.)",68,,EC99U,Footsteps On Wood: Running (Dead Acoustic),1,5.0,footstep
07037218.wav,"Footsteps on Wood, man running, with approach & stop. (Dead acoustic.)",17,,EC99U,Footsteps On Wood: Running (Dead Acoustic),2,5.0,footstep
07037219.wav,"Footsteps on Wood, man running, departing. (Dead acoustic.)",16,,EC99U,Footsteps On Wood: Running (Dead Acoustic),3,5.0,footstep
07037220.wav,"Footsteps on Wood, two men running, with start & stop. (Dead acoustic.)",68,,EC99U,Footsteps On Wood: Running (Dead Acoustic),4,5.0,footstep
07037221.wav,"Footsteps on Wood, two men running, with approach & stop. (Dead acoustic.)",18,,EC99U,Footsteps On Wood: Running (Dead Acoustic),5,5.0,footstep
07037222.wav,"Footsteps on Wood, two men running, departing. (Dead acoustic.)",18,,EC99U,Footsteps On Wood: Running (Dead Acoustic),6,5.0,footstep
07037205.wav,"Footsteps on Wood, two women walking, with start & stop. (Dead acoustic.)",67,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),1,5.0,footstep
07037204.wav,"Footsteps on Wood, woman walking, departing. (Dead acoustic.)",13,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),12,5.0,footstep
07064197.wav,3 men approach and stop (reprocessed),14,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,23,5.0,footstep
07064196.wav,3 men start and stop (reprocessed),64,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,22,5.0,footstep
07064176.wav,1 man approaches and stops (reprocessed),13,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,2,5.0,footstep
07064177.wav,1 man departs (reprocessed),14,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,3,5.0,footstep
07064178.wav,2 men start and stop (reprocessed),63,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,4,5.0,footstep
07064179.wav,2 men approach and stop (reprocessed),14,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,5,5.0,footstep
07064180.wav,2 men depart (reprocessed),14,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,6,5.0,footstep
07064181.wav,1 woman starts and stops (reprocessed),64,Footsteps: Female: Stone: Walking,ECD056,Footsteps 2,7,5.0,footstep
07064182.wav,1 woman approaches and stops (reprocessed),14,Footsteps: Female: Stone: Walking,ECD056,Footsteps 2,8,5.0,footstep
07064183.wav,1 woman departs (reprocessed),13,Footsteps: Female: Stone: Walking,ECD056,Footsteps 2,9,5.0,footstep
07064184.wav,2 women start and stop (reprocessed),65,Footsteps: Female: Stone: Walking,ECD056,Footsteps 2,10,5.0,footstep
07037224.wav,"Footsteps on Wood, three men running, with approach & stop. (Dead acoustic.)",18,,EC99U,Footsteps On Wood: Running (Dead Acoustic),8,5.0,footstep
07064185.wav,2 women approach and stop,14,Footsteps: Female: Stone: Walking,ECD056,Footsteps 2,11,5.0,footstep
07064187.wav,1 man 1 woman start and stop (reprocessed),62,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,13,5.0,footstep
07064188.wav,1 man 1 woman approach and stop (reprocessed),14,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,14,5.0,footstep
07064189.wav,1 man 1 woman depart  (reprocessed),15,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,15,5.0,footstep
07064190.wav,1 man starts and stops (reprocessed),62,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,16,5.0,footstep
07064191.wav,1 man approaches and stops (reprocessed),12,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,17,5.0,footstep
07064192.wav,1 man departs (reprocessed),14,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,18,5.0,footstep
07064193.wav,2 men start and stop (reprocessed),62,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,19,5.0,footstep
07064194.wav,2 men approach and stop (reprocessed),12,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,20,5.0,footstep
07064195.wav,2 men depart (reprocessed),14,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,21,5.0,footstep
07064186.wav,2 women depart (reprocessed),14,Footsteps: Female: Stone: Walking,ECD056,Footsteps 2,12,5.0,footstep
07004053.wav,"Footsteps in snow, 1 man. (With start and stop)",93,,EC100C,Footsteps In Snow,1,5.0,footstep
07064163.wav,2 men start and stop (reprocessed),64,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,88,5.0,footstep
07004055.wav,"Footsteps in snow, 1 man departing.",31,,EC100C,Footsteps In Snow,3,5.0,footstep
07037029.wav,"Footsteps on Pavement, man & woman running, with approach & stop.",15,,EC99C,Footsteps On Pavement: Running,5,5.0,footstep
07037028.wav,"Footsteps on Pavement, man & woman running, with start & stop.",61,,EC99C,Footsteps On Pavement: Running,4,5.0,footstep
07037027.wav,"Footsteps on Pavement, two women running, departing.",18,,EC99C,Footsteps On Pavement: Running,3,5.0,footstep
07037026.wav,"Footsteps on Pavement, two women running, with approach & stop.",17,,EC99C,Footsteps On Pavement: Running,2,5.0,footstep
07037025.wav,"Footsteps on Pavement, two women running, with start & stop.",67,,EC99C,Footsteps On Pavement: Running,1,5.0,footstep
07037024.wav,"Footsteps on Pavement, two men & two women walking, departing.",19,,EC99B,Footsteps On Pavement: Walking,12,5.0,footstep
07037023.wav,"Footsteps on Pavement, two men & two women walking, with approach & stop.",17,,EC99B,Footsteps On Pavement: Walking,11,5.0,footstep
07037022.wav,"Footsteps on Pavement, two men & two women walking, with start & stop.",66,,EC99B,Footsteps On Pavement: Walking,10,5.0,footstep
07037021.wav,"Footsteps on Pavement, two men & one woman walking, departing.",20,,EC99B,Footsteps On Pavement: Walking,9,5.0,footstep
07037020.wav,"Footsteps on Pavement, two men & one woman walking, with approach & stop.",17,,EC99B,Footsteps On Pavement: Walking,8,5.0,footstep
07037019.wav,"Footsteps on Pavement, two men & one woman walking, with start & stop.",66,,EC99B,Footsteps On Pavement: Walking,7,5.0,footstep
07037018.wav,"Footsteps on Pavement, man & woman walking, departing.",20,,EC99B,Footsteps On Pavement: Walking,6,5.0,footstep
07037030.wav,"Footsteps on Pavement, man & woman running, departing.",14,,EC99C,Footsteps On Pavement: Running,6,5.0,footstep
07037017.wav,"Footsteps on Pavement, man & woman walking, with approach & stop.",16,,EC99B,Footsteps On Pavement: Walking,5,5.0,footstep
07037015.wav,"Footsteps on Pavement, two women walking, departing.",18,,EC99B,Footsteps On Pavement: Walking,3,5.0,footstep
07037014.wav,"Footsteps on Pavement, two women walking, with approach & stop.",15,,EC99B,Footsteps On Pavement: Walking,2,5.0,footstep
07037013.wav,"Footsteps on Pavement, two women walking, with start & stop.",64,,EC99B,Footsteps On Pavement: Walking,1,5.0,footstep
07037012.wav,"Footsteps on Pavement, woman walking, departing.",22,,EC99A,Footsteps On Pavement: Walking,12,5.0,footstep
07037011.wav,"Footsteps on Pavement, woman walking, with approach & stop.",15,,EC99A,Footsteps On Pavement: Walking,11,5.0,footstep
07037010.wav,"Footsteps on Pavement, woman walking, with start & stop.",62,,EC99A,Footsteps On Pavement: Walking,10,5.0,footstep
07037009.wav,"Footsteps on Pavement, three men walking, departing.",16,,EC99A,Footsteps On Pavement: Walking,9,5.0,footstep
07037008.wav,"Footsteps on Pavement, three men walking, with approach & stop.",24,,EC99A,Footsteps On Pavement: Walking,8,5.0,footstep
07037007.wav,"Footsteps on Pavement, three men walking, with start & stop.",67,,EC99A,Footsteps On Pavement: Walking,7,5.0,footstep
07037006.wav,"Footsteps on Pavement, two men walking, departing.",16,,EC99A,Footsteps On Pavement: Walking,6,5.0,footstep
07037005.wav,"Footsteps on Pavement, two men walking, with approach & stop.",16,,EC99A,Footsteps On Pavement: Walking,5,5.0,footstep
07037004.wav,"Footsteps on Pavement, two men walking, with start & stop.",63,,EC99A,Footsteps On Pavement: Walking,4,5.0,footstep
07037016.wav,"Footsteps on Pavement, man & woman walking, with start & stop.",66,,EC99B,Footsteps On Pavement: Walking,4,5.0,footstep
07037031.wav,"Footsteps on Pavement, two men & one woman running, with start & stop.",67,,EC99C,Footsteps On Pavement: Running,7,5.0,footstep
07037032.wav,"Footsteps on Pavement, two men & one woman running, with approach & stop.",20,,EC99C,Footsteps On Pavement: Running,8,5.0,footstep
07037033.wav,"Footsteps on Pavement, two men & one woman running, departing.",16,,EC99C,Footsteps On Pavement: Running,9,5.0,footstep
07004150.wav,"Fast footsteps down stone stairs, 1 man. (With approach and stop)",11,,EC100N,Fast Footsteps Down Stone Stars,2,5.0,footstep
07004151.wav,"Fast footsteps down stone stairs, 1 man departing.",10,,EC100N,Fast Footsteps Down Stone Stars,3,5.0,footstep
07004152.wav,"Fast footsteps down stone stairs, 2 men. (With start and stop)",41,,EC100N,Fast Footsteps Down Stone Stars,4,5.0,footstep
07004153.wav,"Fast footsteps down stone stairs, 2 men. (With approach and stop)",12,,EC100N,Fast Footsteps Down Stone Stars,5,5.0,footstep
07004154.wav,"Fast footsteps down stone stairs, 2 men departing.",12,,EC100N,Fast Footsteps Down Stone Stars,6,5.0,footstep
07004155.wav,"Fast footsteps down stone stairs, 1 woman. (With start and stop)",36,,EC100N,Fast Footsteps Down Stone Stars,7,5.0,footstep
07004156.wav,"Fast footsteps down stone stairs, 1 woman. (With approach and stop)",11,,EC100N,Fast Footsteps Down Stone Stars,8,5.0,footstep
07004157.wav,"Fast footsteps down stone stairs, 1 woman departing.",11,,EC100N,Fast Footsteps Down Stone Stars,9,5.0,footstep
07004158.wav,"Fast footsteps down stone stairs, 1 woman. (With start and stop)",37,,EC100N,Fast Footsteps Down Stone Stars,10,5.0,footstep
07004159.wav,"Fast footsteps down stone stairs, 2 women. (With approach and stop)",11,,EC100N,Fast Footsteps Down Stone Stars,11,5.0,footstep
07004160.wav,"Fast footsteps down stone stairs, 2 women departing.",10,,EC100N,Fast Footsteps Down Stone Stars,12,5.0,footstep
07004161.wav,"Footsteps down stone stairs, 1 man. (With start and stop)",86,,EC100P,Footsteps,1,5.0,footstep
07004162.wav,"Footsteps down stone stairs, 1 man. (With approach and stop)",14,,EC100P,Footsteps,2,5.0,footstep
07004163.wav,"Footsteps down stone stairs, 1 man departing.",18,,EC100P,Footsteps,3,5.0,footstep
07004164.wav,"Footsteps down stone stairs, 2 men. (With start and stop)",66,,EC100P,Footsteps,4,5.0,footstep
07004165.wav,"Footsteps down stone stairs, 2 men. (With approach and stop)",15,,EC100P,Footsteps,5,5.0,footstep
07004166.wav,"Footsteps down stone stairs, 2 men departing.",15,,EC100P,Footsteps,6,5.0,footstep
07004167.wav,"Footsteps down stone stairs, 1 woman. (With start and stop)",60,,EC100P,Footsteps,7,5.0,footstep
07004168.wav,"Footsteps down stone stairs, 1 woman. (With approach and stop)",13,,EC100P,Footsteps,8,5.0,footstep
07004169.wav,"Footsteps down stone stairs, 1 woman departing.",16,,EC100P,Footsteps,9,5.0,footstep
07037039.wav,"Footsteps on Pavement, man running, departing.",18,,EC99D,Footsteps On Pavement: Running,3,5.0,footstep
07037038.wav,"Footsteps on Pavement, man running, with approach & stop.",21,,EC99D,Footsteps On Pavement: Running,2,5.0,footstep
07037037.wav,"Footsteps on Pavement, man running, with start & stop.",72,,EC99D,Footsteps On Pavement: Running,1,5.0,footstep
07037036.wav,"Footsteps on Pavement, two men & two women running, departing.",17,,EC99C,Footsteps On Pavement: Running,12,5.0,footstep
07037035.wav,"Footsteps on Pavement, two men & two women running, with approach & stop.",19,,EC99C,Footsteps On Pavement: Running,11,5.0,footstep
07037034.wav,"Footsteps on Pavement, two men & two women running, with start & stop.",68,,EC99C,Footsteps On Pavement: Running,10,5.0,footstep
07004176.wav,"Running, 1 man in mud.",78,,EC100Q,Footsteps,5,5.0,footstep
07037003.wav,"Footsteps on Pavement, man walking, departing.",14,,EC99A,Footsteps On Pavement: Walking,3,5.0,footstep
07004149.wav,"Fast footsteps down stone stairs, 1 man. (With start and stop)",38,,EC100N,Fast Footsteps Down Stone Stars,1,5.0,footstep
07037002.wav,"Footsteps on Pavement, man walking, with approach & stop.",15,,EC99A,Footsteps On Pavement: Walking,2,5.0,footstep
07064126.wav,1 man 1 woman depart (reprocessed),13,Footsteps: Male: Road: Walking,ECD055,Footsteps 1,51,5.0,footstep
07064097.wav,2 men start and stop (reprocessed),62,Footsteps: Male: Pavement: Running,ECD055,Footsteps 1,22,5.0,footstep
07064096.wav,1 man departs (reprocessed),15,Footsteps: Male: Pavement: Running,ECD055,Footsteps 1,21,5.0,footstep
07064095.wav,1 man approaches and stops (reprocessed),14,Footsteps: Male: Pavement: Running,ECD055,Footsteps 1,20,5.0,footstep
07064094.wav,1 man starts and stops (reprocessed),62,Footsteps: Male: Pavement: Running,ECD055,Footsteps 1,19,5.0,footstep
07064093.wav,2 men 2 women depart (reprocessed),13,Footsteps: Male: Pavement: Walking,ECD055,Footsteps 1,18,5.0,footstep
07064092.wav,2 men 2 women approach and stop (reprocessed),13,Footsteps: Male: Pavement: Walking,ECD055,Footsteps 1,17,5.0,footstep
07064091.wav,2 men 2 women start and stop (reprocessed),64,Footsteps: Male: Pavement: Walking,ECD055,Footsteps 1,16,5.0,footstep
07064090.wav,1 man 1 woman depart (reprocessed),15,Footsteps: Male: Pavement: Walking,ECD055,Footsteps 1,15,5.0,footstep
07064089.wav,1 man 1 woman approach and stop (reprocessed),13,Footsteps: Male: Pavement: Walking,ECD055,Footsteps 1,14,5.0,footstep
07064088.wav,1 man 1 woman start and stop (reprocessed),64,Footsteps: Male: Pavement: Walking,ECD055,Footsteps 1,13,5.0,footstep
07064087.wav,2 women depart (reprocessed),14,Footsteps: Female: Pavement: Walking,ECD055,Footsteps 1,12,5.0,footstep
07064086.wav,2 women approach and stop (reprocessed),12,Footsteps: Female: Pavement: Walking,ECD055,Footsteps 1,11,5.0,footstep
07064098.wav,2 men approach and stop (reprocessed),12,Footsteps: Male: Pavement: Running,ECD055,Footsteps 1,23,5.0,footstep
07064085.wav,2 women start and stop (reprocessed),61,Footsteps: Female: Pavement: Walking,ECD055,Footsteps 1,10,5.0,footstep
07064083.wav,1 woman approaches and stops (reprocessed),12,Footsteps: Female: Pavement: Walking,ECD055,Footsteps 1,8,5.0,footstep
07064082.wav,1 woman starts and stops (reprocessed),59,Footsteps: Female: Pavement: Walking,ECD055,Footsteps 1,7,5.0,footstep
07064081.wav,2 men depart (reprocessed),14,Footsteps: Male: Pavement: Walking,ECD055,Footsteps 1,6,5.0,footstep
07064080.wav,2 men approach and stop (reprocessed),12,Footsteps: Male: Pavement: Walking,ECD055,Footsteps 1,5,5.0,footstep
07064079.wav,2 men start and stop (reprocessed),59,Footsteps: Male: Pavement: Walking,ECD055,Footsteps 1,4,5.0,footstep
07064078.wav,1 man departs (reprocessed),13,Footsteps: Male: Pavement: Walking,ECD055,Footsteps 1,3,5.0,footstep
07064077.wav,1 man approaches and stops (reprocessed),12,Footsteps: Male: Pavement: Walking,ECD055,Footsteps 1,2,5.0,footstep
07064076.wav,1 man starts and stops (reprocessed),60,Footsteps: Male: Pavement: Walking,ECD055,Footsteps 1,1,5.0,footstep
07033083.wav,Two tired men walking with start & stop.,45,,EC166B,Caving & Pot-Holing,3,5.0,footstep
07033084.wav,Tired man walking with start & stop.,45,,EC166B,Caving & Pot-Holing,4,5.0,footstep
07033085.wav,"Woman climbing, with start & stop.",35,,EC166B,Caving & Pot-Holing,5,5.0,footstep
07033086.wav,"Man climbing, with start & stop.",20,,EC166B,Caving & Pot-Holing,6,5.0,footstep
07064084.wav,1 woman departs (reprocessed),13,Footsteps: Female: Pavement: Walking,ECD055,Footsteps 1,9,5.0,footstep
07064099.wav,2 men depart (reprocessed),13,Footsteps: Male: Pavement: Running,ECD055,Footsteps 1,24,5.0,footstep
07064100.wav,1 woman starts and stops (reprocessed),64,Footsteps: Female: Pavement: Running,ECD055,Footsteps 1,25,5.0,footstep
07064101.wav,1 woman approaches and stops (reprocessed),14,Footsteps: Female: Pavement: Running,ECD055,Footsteps 1,26,5.0,footstep
07064125.wav,1 man 1 woman approach and stop (reprocessed),14,Footsteps: Male: Road: Walking,ECD055,Footsteps 1,50,5.0,footstep
07064124.wav,1 man 1 woman start and stop (reprocessed),68,Footsteps: Male: Road: Walking,ECD055,Footsteps 1,49,5.0,footstep
07064123.wav,2 women depart (reprocessed),14,Footsteps: Female: Road: Walking,ECD055,Footsteps 1,48,5.0,footstep
07064122.wav,2 women approach and stop (reprocessed),14,Footsteps: Female: Road: Walking,ECD055,Footsteps 1,47,5.0,footstep
07064121.wav,2 women start and stop (reprocessed),72,Footsteps: Female: Road: Walking,ECD055,Footsteps 1,46,5.0,footstep
07064120.wav,1 woman departs (reprocessed),13,Footsteps: Female: Road: Walking,ECD055,Footsteps 1,45,5.0,footstep
07064119.wav,1 woman approaches and stops (reprocessed),13,Footsteps: Female: Road: Walking,ECD055,Footsteps 1,44,5.0,footstep
07064118.wav,1 woman starts and stops (reprocessed),64,Footsteps: Female: Road: Walking,ECD055,Footsteps 1,43,5.0,footstep
07064258.wav,1 man departs (reprocessed),20,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,84,5.0,footstep
07064117.wav,2 men depart (reprocessed),15,Footsteps: Male: Road: Walking,ECD055,Footsteps 1,42,5.0,footstep
07064116.wav,2 men approach and stop (reprocessed),14,Footsteps: Male: Road: Walking,ECD055,Footsteps 1,41,5.0,footstep
07064115.wav,2 men start and stop (reprocessed),64,Footsteps: Male: Road: Walking,ECD055,Footsteps 1,40,5.0,footstep
07064114.wav,1 man departs (reprocessed),13,Footsteps: Male: Road: Walking,ECD055,Footsteps 1,39,5.0,footstep
07064113.wav,1 man approaches and stops (reprocessed),12,Footsteps: Male: Road: Walking,ECD055,Footsteps 1,38,5.0,footstep
07064112.wav,1 man starts and stops (reprocessed),64,Footsteps: Male: Road: Walking,ECD055,Footsteps 1,37,5.0,footstep
07064111.wav,2 men 2 women depart (reprocessed),15,Footsteps: Male: Pavement: Running,ECD055,Footsteps 1,36,5.0,footstep
07064110.wav,2 men 2 women approach and stop (reprocessed),16,Footsteps: Male: Pavement: Running,ECD055,Footsteps 1,35,5.0,footstep
07004054.wav,"Footsteps in snow, 1 man. (With approach and stop)",33,,EC100C,Footsteps In Snow,2,5.0,footstep
07064109.wav,2 men 2 women start and stop (reprocessed),68,Footsteps: Male: Pavement: Running,ECD055,Footsteps 1,34,5.0,footstep
07048035.wav,2 men running on deck (reprocessed),57,Boats: Trawlers,ECD071,World War 2 - 2,35,5.0,footstep
07064108.wav,1 man 1 woman depart (reprocessed),10,Footsteps: Male: Pavement: Running,ECD055,Footsteps 1,33,5.0,footstep
07064107.wav,1 man 1 woman approach and stop (reprocessed),18,Footsteps: Male: Pavement: Running,ECD055,Footsteps 1,32,5.0,footstep
07064106.wav,1 man 1 woman start and stop (reprocessed),63,Footsteps: Male: Pavement: Running,ECD055,Footsteps 1,31,5.0,footstep
07064105.wav,2 women depart (reprocessed),10,Footsteps: Female: Pavement: Running,ECD055,Footsteps 1,30,5.0,footstep
07064104.wav,2 women approach and stop (reprocessed),12,Footsteps: Female: Pavement: Running,ECD055,Footsteps 1,29,5.0,footstep
07064103.wav,2 women start and stop (reprocessed),58,Footsteps: Female: Pavement: Running,ECD055,Footsteps 1,28,5.0,footstep
07064102.wav,1 woman departs (reprocessed),18,Footsteps: Female: Pavement: Running,ECD055,Footsteps 1,27,5.0,footstep
07037001.wav,"Footsteps on Pavement, man walking, with start & stop.",65,,EC99A,Footsteps On Pavement: Walking,1,5.0,footstep
07004148.wav,"Medium tempo footsteps down stone stairs, 2 women departing.",11,,EC100M,Footsteps Down Stone Stairs,12,5.0,footstep
07064257.wav,1 man approaches and stops (reprocessed),21,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,83,5.0,footstep
07004146.wav,"Medium tempo footsteps down stone stairs, 2 women. (With start and stop)",43,,EC100M,Footsteps Down Stone Stairs,10,5.0,footstep
07004064.wav,"Footsteps in snow, 4 men departing.",29,,EC100C,Footsteps In Snow,12,5.0,footstep
07004063.wav,"Footsteps in snow, 4 men. (With approach and stop)",36,,EC100C,Footsteps In Snow,11,5.0,footstep
07004089.wav,"Walking, 2 women on stone. (With start and stop, slight echo)",68,,EC100H,Footsteps On Stone: Walking (Slight Echo),1,5.0,footstep
07004090.wav,"Walking, 2 women on stone. (With approach and stop, slight echo)",16,,EC100H,Footsteps On Stone: Walking (Slight Echo),2,5.0,footstep
07004062.wav,"Footsteps in snow, 4 men. (With start and stop)",126,,EC100C,Footsteps In Snow,10,5.0,footstep
07004061.wav,"Footsteps in snow, 3 men departing.",31,,EC100C,Footsteps In Snow,9,5.0,footstep
07004091.wav,"Walking, 2 women on stone, departing. (Slight echo)",16,,EC100H,Footsteps On Stone: Walking (Slight Echo),3,5.0,footstep
07004092.wav,"Walking, 1 man and woman on stone. (With start and stop, slight echo)",65,,EC100H,Footsteps On Stone: Walking (Slight Echo),4,5.0,footstep
07004093.wav,"Walking, 1 man and woman on stone. (With approach and stop, slight echo)",17,,EC100H,Footsteps On Stone: Walking (Slight Echo),5,5.0,footstep
07004088.wav,"Walking, 1 woman on stone departing. (Slight echo)",16,,EC100G,Footsteps On Stone: Walking (Slight Echo),12,5.0,footstep
07004094.wav,"Walking, 1 man and woman on stone departing. (Slight echo)",18,,EC100H,Footsteps On Stone: Walking (Slight Echo),6,5.0,footstep
07004096.wav,"Walking, 2 men and 1 woman on stone. (With approach and stop, slight echo)",16,,EC100H,Footsteps On Stone: Walking (Slight Echo),8,5.0,footstep
07004097.wav,"Walking, 2 men and 1 woman on stone departing. (Slight echo)",18,,EC100H,Footsteps On Stone: Walking (Slight Echo),9,5.0,footstep
07004098.wav,"Walking, 2 men and women on stone. (With start and stop, slight echo)",66,,EC100H,Footsteps On Stone: Walking (Slight Echo),10,5.0,footstep
07004099.wav,"Walking, 2 men and women on stone. (With approach and stop, slight echo)",17,,EC100H,Footsteps On Stone: Walking (Slight Echo),11,5.0,footstep
07004100.wav,"Walking, 2 men and women on stone departing. (Slight echo)",17,,EC100H,Footsteps On Stone: Walking (Slight Echo),12,5.0,footstep
07004101.wav,"Running, 1 man on stone. (With start and stop)",64,,EC100J,Footsteps On Stone: Running,1,5.0,footstep
07004102.wav,"Running, 1 man on stone. (With approach and stop)",14,,EC100J,Footsteps On Stone: Running,2,5.0,footstep
07004103.wav,"Running, 1 man on stone, departing.",18,,EC100J,Footsteps On Stone: Running,3,5.0,footstep
07004104.wav,"Running, 2 men on stone. (With start and stop)",65,,EC100J,Footsteps On Stone: Running,4,5.0,footstep
07004095.wav,"Walking, 2 men and 1 woman on stone. (With start and stop, slight echo)",66,,EC100H,Footsteps On Stone: Walking (Slight Echo),7,5.0,footstep
07004105.wav,"Running, 2 men on stone. (With approach and stop)",14,,EC100J,Footsteps On Stone: Running,5,5.0,footstep
07004087.wav,"Walking, 1 woman on stone. (With approach and stop, slight echo)",16,,EC100G,Footsteps On Stone: Walking (Slight Echo),11,5.0,footstep
07004066.wav,"Footsteps on shingle, 1 man. (With approach and stop)",30,,EC100E,Footsteps On Stones & Shingle,2,5.0,footstep
07004084.wav,"Walking, 3 men on stone. (With approach and stop, slight echo)",18,,EC100G,Footsteps On Stone: Walking (Slight Echo),8,5.0,footstep
07004083.wav,"Walking, 3 men on stone. (With start and stop, slight echo)",67,,EC100G,Footsteps On Stone: Walking (Slight Echo),7,5.0,footstep
07004071.wav,"Footsteps on stones and shingle, 1 man. (With start and stop)",137,,EC100E,Footsteps On Stones & Shingle,7,5.0,footstep
07004070.wav,"Footsteps on shingle, 2 men departing.",31,,EC100E,Footsteps On Stones & Shingle,6,5.0,footstep
07004069.wav,"Footsteps on shingle, 2 men. (With approach and stop)",35,,EC100E,Footsteps On Stones & Shingle,5,5.0,footstep
07004082.wav,"Walking, 2 men on stone departing. (Slight echo)",19,,EC100G,Footsteps On Stone: Walking (Slight Echo),6,5.0,footstep
07004081.wav,"Walking, 2 men on stone. (With approach and stop, slight echo)",17,,EC100G,Footsteps On Stone: Walking (Slight Echo),5,5.0,footstep
07004080.wav,"Walking, 2 men on stone. (With start and stop, slight echo)",66,,EC100G,Footsteps On Stone: Walking (Slight Echo),4,5.0,footstep
07004079.wav,"Walking, 1 man on stone departing. (Slight echo)",16,,EC100G,Footsteps On Stone: Walking (Slight Echo),3,5.0,footstep
07004147.wav,"Medium tempo footsteps down stone stairs, 2 women. (With approach and stop)",11,,EC100M,Footsteps Down Stone Stairs,11,5.0,footstep
07004078.wav,"Walking, 1 man on stone. (With approach and stop, slight echo)",16,,EC100G,Footsteps On Stone: Walking (Slight Echo),2,5.0,footstep
07004076.wav,"Walking, 1 man on loose shingle. (With start and stop)",91,,EC100E,Footsteps On Stones & Shingle,12,5.0,footstep
07004075.wav,"Footsteps on stones and shingle, one man and woman. (With start and stop)",74,,EC100E,Footsteps On Stones & Shingle,11,5.0,footstep
07004074.wav,"Running, 1 man passing on stones and shingle.",12,,EC100E,Footsteps On Stones & Shingle,10,5.0,footstep
07004073.wav,"Footsteps on stones and shingle, 1 man. (With start, run and stop)",40,,EC100E,Footsteps On Stones & Shingle,9,5.0,footstep
07004072.wav,"Footsteps on stones and shingle, 1 man departing.",16,,EC100E,Footsteps On Stones & Shingle,8,5.0,footstep
07004085.wav,"Walking, 3 men on stone departing, slight echo.",19,,EC100G,Footsteps On Stone: Walking (Slight Echo),9,5.0,footstep
07004086.wav,"Walking, 1 woman on stone. (With start and stop, slight echo)",68,,EC100G,Footsteps On Stone: Walking (Slight Echo),10,5.0,footstep
07004068.wav,"Footsteps on shingle, 2 men. (With start and stop)",130,,EC100E,Footsteps On Stones & Shingle,4,5.0,footstep
07004067.wav,"Footsteps on shingle, 1 man departing.",29,,EC100E,Footsteps On Stones & Shingle,3,5.0,footstep
07004077.wav,"Walking, 1 man on stone. (With start and stop, slight echo)",65,,EC100G,Footsteps On Stone: Walking (Slight Echo),1,5.0,footstep
07004106.wav,"Running, 2 men on stone, departing.",16,,EC100J,Footsteps On Stone: Running,6,5.0,footstep
07004065.wav,"Footsteps on shingle, 1 man. (With start and stop)",125,,EC100E,Footsteps On Stones & Shingle,1,5.0,footstep
07004108.wav,"Running, 3 men on stone. (With approach and stop)",16,,EC100J,Footsteps On Stone: Running,8,5.0,footstep
07004122.wav,"Footsteps up stone stairs, 2 women. (With start and stop, slight echo)",33,,EC100K,Footsteps Up Stone Stairs (Slight Echo),10,5.0,footstep
07004135.wav,"Fast footsteps up stone stairs, 2 women. (With approach and stop, slight echo)",18,,EC100L,Fast Footsteps Up Stone Stairs (Slight Echo),11,5.0,footstep
07004134.wav,"Fast footsteps up stone stairs, 2 women. (With start and stop, slight echo)",27,,EC100L,Fast Footsteps Up Stone Stairs (Slight Echo),10,5.0,footstep
07004128.wav,"Fast footsteps up stone stairs, 2 men. (With start and stop, slight echo)",29,,EC100L,Fast Footsteps Up Stone Stairs (Slight Echo),4,5.0,footstep
07004132.wav,"Fast footsteps up stone stairs, 1 woman. (With approach and stop, slight echo)",17,,EC100L,Fast Footsteps Up Stone Stairs (Slight Echo),8,5.0,footstep
