location,description,secs,category,CDNumber,CDName,tracknum
07065110.wav,"Traffic -Hammersmith- with ""Star, News, Standard"" shouted in background.",92,Newspapers,ECD145,Newspapers,24
07065109.wav,Atmosphere in despatch department at a national daily newspaper.,204,Newspapers,ECD145,Newspapers,23
07065108.wav,Atmosphere in compositors' area at a national daily newspaper.,203,Newspapers,ECD145,Newspapers,22
07065107.wav,Atmosphere in copytype section at a national daily newspaper.,204,Newspapers,ECD145,Newspapers,21
07065106.wav,Atmosphere in linotype department at a national daily newspaper.,202,Newspapers,ECD145,Newspapers,20
07065105.wav,"National newspaper printing press, chatter etc - hooter at 40"" - presses start up and gather speed.",438,Hooters,ECD145,Newspapers,19
07065104.wav,Atmosphere in reference library at a daily national newspaper - staff extracting and sorting newspaper cuttings.,231,Newspapers,ECD145,Newspapers,18
07065103.wav,General atmosphere in type-setting area at a daily national newspaper.,156,Newspapers,ECD145,Newspapers,17
07065102.wav,Proving press operating in block department at a national daily newspaper.,170,Newspapers,ECD145,Newspapers,16
07065101.wav,Grouting machine operating in block department at a national daily newspaper.,88,Newspapers,ECD145,Newspapers,15
07065100.wav,Beveller operating in block department at a national daily newspaper.,92,Newspapers,ECD145,Newspapers,14
07065099.wav,Plate cutting saw operating in block department at a national daily newspaper.,87,Newspapers,ECD145,Newspapers,13
07065098.wav,Powder etching machine operating in block department at a national daily newspaper (use at low level).,172,Newspapers,ECD145,Newspapers,12
07065097.wav,An acid machine operating in block department at a national daily newspaper.,130,Newspapers,ECD145,Newspapers,11
07065096.wav,A coating machine operating in block department at a national daily newspaper.,101,Newspapers,ECD145,Newspapers,10
07065095.wav,Printing with a Devon frame in block department at a national daily newspaper.,57,Newspapers,ECD145,Newspapers,9
07065094.wav,Retouching piture with air brush in artistic department at a national daily newspaper.,57,Newspapers,ECD145,Newspapers,8
07065093.wav,General atmosphere with instructions in the picture transmitting and receiving room of a daily national newspaper.,247,Newspapers,ECD145,Newspapers,7
07065092.wav,"Transmission and reception, rec. in picture transmitting and receiving room of a daily national newspaper.",135,Newspapers,ECD145,Newspapers,6
07065091.wav,"Full transmission, recorded in picture transmitting and receiving room of a daily national newspaper.",135,Newspapers,ECD145,Newspapers,5
07065090.wav,"Picture transmission, rec. in picture transmitting and receiving room of a daily national newspaper.",104,Newspapers,ECD145,Newspapers,4
07065089.wav,Tape room atmosphere at national daily newspaper.,204,Newspapers,ECD145,Newspapers,3
07065088.wav,Creed teleprinter room at national daily newspaper.,202,Newspapers,ECD145,Newspapers,2
07065087.wav,General newsroom atmosphere in national daily newspaper.,410,Newspapers,ECD145,Newspapers,1
07065086.wav,"Pintable jackpot - 1968 (173A,reprocessed)",9,Electronic Games,ECD084,Interiors - Pubs and Clubs,23
07065085.wav,"Pin-table, coin in slot, ball round 3 times, with bells, 'flippers' and buzzes - 1968 (173A,reprocessed)",64,Electronic Games,ECD084,Interiors - Pubs and Clubs,22
07065084.wav,"Pin-table, coin in slot, ball round 3 times, with bell - 1968 (173A,reprocessed)",69,Electronic Games,ECD084,Interiors - Pubs and Clubs,21
07065083.wav,"Pin-table, coin in slot, ball round 3 times, no bell - 1968 (173A,reprocessed)",75,Electronic Games,ECD084,Interiors - Pubs and Clubs,20
07065082.wav,"Fruit machines, close perspective - 1960 (173A,reprocessed)",123,Electronic Games,ECD084,Interiors - Pubs and Clubs,19
07065081.wav,"Space invaders - electronic game (5E8,reprocessed)",170,Electronic Games,ECD084,Interiors - Pubs and Clubs,18
07065080.wav,"Barman activity, putting bottles onto shelves, setting out bar, collecting glasses",188,Bottles,ECD084,Interiors - Pubs and Clubs,17
07065079.wav,Barman collecting glasses from tables,18,Glasses,ECD084,Interiors - Pubs and Clubs,16
07065078.wav,"Barman wiping bar, close perspective",26,Barmen,ECD084,Interiors - Pubs and Clubs,15
07065077.wav,"Barman washing glasses, close perpsective",30,Glasses,ECD084,Interiors - Pubs and Clubs,14
07065076.wav,"Barman setting out bar, background traffic",93,Bottles,ECD084,Interiors - Pubs and Clubs,13
07065075.wav,"Barman putting bottles onto shelves, close perspective",44,Bottles,ECD084,Interiors - Pubs and Clubs,12
07065074.wav,Barman up from cellar carrying box of bottles (ends abruptly),8,Bottles,ECD084,Interiors - Pubs and Clubs,11
07065073.wav,"Club atmosphere, busy mixed chatter at mealtime (mid-distance) - 1981 (1C25,reprocessed)",362,Crowds: Interior: Chatter,ECD084,Interiors - Pubs and Clubs,10
07065072.wav,"Club atmosphere, busy mixed chatter, close perspective - 1981 (1C25,reprocessed)",366,Crowds: Interior: Chatter,ECD084,Interiors - Pubs and Clubs,9
07065071.wav,"Atmosphere in working men's club with children, fruit machines and dominoes being played in background - 1981 (1C24,reprocessed)",359,Children: Playing,ECD084,Interiors - Pubs and Clubs,8
07065070.wav,"Game of darts in quiet Fenland pub - June '1980 (1R7,reprocessed)",240,Sports: Darts,ECD084,Interiors - Pubs and Clubs,7
07065069.wav,"Sports club bar, atmosphere and mixed chatter - Nov '1979 (1C19,reprocessed)",359,Crowds: Interior: Chatter,ECD084,Interiors - Pubs and Clubs,6
07065068.wav,"Atmosphere in a large club bar (recorded at Twickenham Rugby Union football club bar) - 1975 (1R5,reprocessed)",360,Public Houses: Crowds,ECD084,Interiors - Pubs and Clubs,5
07065067.wav,"Atmosphere in a busy Cotswold pub - 1974 (1R6,reprocessed)",365,Public Houses: Crowds,ECD084,Interiors - Pubs and Clubs,4
07065066.wav,"Mixed chatter in a busy public house - 1975 (1R5,reprocessed)",360,Public Houses: Crowds,ECD084,Interiors - Pubs and Clubs,3
07065065.wav,"Atmosphere in a public house in the City of London, with ventilation hum - 1972 (1R1,reprocessed)",360,Public Houses: Crowds,ECD084,Interiors - Pubs and Clubs,2
07065064.wav,"Busy lunchtime in a public house in the West End of London - 1972 (1R1,reprocessed)",356,Public Houses: Crowds,ECD084,Interiors - Pubs and Clubs,1
07065063.wav,"Exterior, hand bell rung, children leave playground (5 and a half year-olds, reprocessed)  - December 1968 (76D, reprocessed)",71,Children: Playing,ECD092,Children - Babies & Infants,23
07065062.wav,"5-7 year-olds in class - 1982 (3C10, reprocessed)",360,Children: Playing,ECD092,Children - Babies & Infants,22
07065061.wav,"Six 5-year old children playing in classroom (Pre-decimal coinage mentioned occasionally from 2'38"" while playing stops)  - April 1966 (76A, reprocessed)",360,Children: Playing,ECD092,Children - Babies & Infants,21
07065060.wav,"3-6 year-olds playing indoors - 1975 (3C4, reprocessed)",362,Children: Playing,ECD092,Children - Babies & Infants,20
07065059.wav,"Group of infants in school playground - 1982 (3C11, reprocessed)",212,Children: Playing,ECD092,Children - Babies & Infants,19
07065058.wav,"Noisy infants in classroom - 1982 (3C11, reprocessed)",360,Children: Playing,ECD092,Children - Babies & Infants,18
07065057.wav,"2-3 year olds riding around on tricycles in mixed nursery school - November 1968 (76C, reprocessed)",105,Children: Playing,ECD092,Children - Babies & Infants,17
07065056.wav,"2-3 year olds playing with squeakers in mixed nursery school - November 1968 (76C, reprocessed)",64,Children: Playing,ECD092,Children - Babies & Infants,16
07065055.wav,"Baby girl at mealtime, 9 months old - 1984 (8B3, reprocessed)",198,Babies: Girls,ECD092,Children - Babies & Infants,15
07065054.wav,"Baby girl crying, 9 months old - 1984 (8B3, reprocessed)",158,Babies: Girls,ECD092,Children - Babies & Infants,14
07065053.wav,"Baby girl, laughing and playing (mouth noises at end, reprocessed) , 9 months old - 1984 (8B3, reprocessed)",196,Babies: Girls,ECD092,Children - Babies & Infants,13
07065052.wav,"Baby girl, restless in cot, early morning, 9 months old - 1984 (8B3, reprocessed)",190,Babies: Girls,ECD092,Children - Babies & Infants,12
07065051.wav,"Baby boy, waking up sounds, 10 weeks old, with distant birdsong - 1984 (8B2, reprocessed)",106,Babies: Boys,ECD092,Children - Babies & Infants,11
07065050.wav,"Baby boy, waking up sounds, 10 weeks old, with distant birdsong - 1984 (8B2, reprocessed)",132,Babies: Boys,ECD092,Children - Babies & Infants,10
07065049.wav,"Baby boy, waking up sounds, 10 weeks old, with distant birdsong - 1984 (8B2, reprocessed)",28,Babies: Boys,ECD092,Children - Babies & Infants,9
07065048.wav,"Baby boy, waking up sounds, 10 weeks old - 1984 (8B2, reprocessed)",79,Babies: Boys,ECD092,Children - Babies & Infants,8
07065047.wav,"Baby boy, waking up sounds, 10 weeks old - 1984 (8B2, reprocessed)",166,Babies: Boys,ECD092,Children - Babies & Infants,7
07065046.wav,"Baby boy, waking up sounds, 10 weeks old - 1984 (8B2, reprocessed)",127,Babies: Boys,ECD092,Children - Babies & Infants,6
07065045.wav,"Baby boy crying, six weeks old - 1984 (8B1, reprocessed)",90,Babies: Boys,ECD092,Children - Babies & Infants,5
07065044.wav,"Baby boy crying, five weeks old, tired and hungry - 1984 (8B1, reprocessed)",294,Babies: Boys,ECD092,Children - Babies & Infants,4
07065043.wav,"Baby boy crying, two weeks old, some hiccoughs and snuffles - 1984 (8B1, reprocessed)",118,Babies: Boys,ECD092,Children - Babies & Infants,3
07065042.wav,"Baby boy crying, two hours old, first signs of hunger - 1984 (8B1, reprocessed)",57,Babies: Boys,ECD092,Children - Babies & Infants,2
07065041.wav,"Newly born baby boy crying, delivery room atmosphere - 1984 (8B1, reprocessed)",103,Babies: Boys,ECD092,Children - Babies & Infants,1
07065040.wav,"St. Paul's Cathedral bells, on occasion of HRH Prince of Wales' wedding - 1981 (2B6,reprocessed)",297,Bells: Cathedrals,ECD090,Ecclesiastical Effects 1,23
07065039.wav,"St. Paul's Cathedral bells, 5 minutes bell - 1972 (2B1,reprocessed)",294,Bells: Cathedrals,ECD090,Ecclesiastical Effects 1,22
07065038.wav,"St. Paul's Cathedral bells, pealing ends - 1972 (2B1,reprocessed)",43,Bells: Cathedrals,ECD090,Ecclesiastical Effects 1,21
07065037.wav,"St. Paul's Cathedral bells, pealing, with distant traffic - 1972 (2B1,reprocessed)",300,Bells: Cathedrals,ECD090,Ecclesiastical Effects 1,20
07065036.wav,"Prinknash Abbey bells, round on 8 bells with start and stop, close perspective - 1984 (7M2,reprocessed)",309,Bells: Abbeys,ECD090,Ecclesiastical Effects 1,19
07065035.wav,"Westminster Abbey bells, from Dean's Yard, some birds, movement and traffic - 1972 (2B2,reprocessed)",188,Bells: Abbeys: Westminster Abbey,ECD090,Ecclesiastical Effects 1,18
07065034.wav,"Westminster Abbey bells, from Dean's Yard, some birds, movement and traffic - 1972 (2B2,reprocessed)",120,Bells: Abbeys: Westminster Abbey,ECD090,Ecclesiastical Effects 1,17
07065033.wav,"Westminster Abbey bells, from roof, peals with distant traffic, pealing ends - 1972 (2B2,reprocessed)",305,Bells: Abbeys: Westminster Abbey,ECD090,Ecclesiastical Effects 1,16
07065032.wav,"People leaving church after service, no conversation - 1984 (7M2,reprocessed)",128,Monasteries,ECD090,Ecclesiastical Effects 1,15
07065031.wav,"Congregation standing in crypt church - 1984 (7M2,reprocessed)",11,Monasteries,ECD090,Ecclesiastical Effects 1,14
07065030.wav,"Prinknash Abbey Monastery,Glos.,congregation kneeling to pray in crypt church - 1984 (7M2,reprocessed)",10,Abbeys,ECD090,Ecclesiastical Effects 1,13
07065029.wav,"Monks leaving house chapel - 1984 (7M1,reprocessed)",35,Monasteries,ECD090,Ecclesiastical Effects 1,12
07065028.wav,"Monks entering house chapel, quiet interior, some movement and occasional coughs - 1984 (7M1,reprocessed)",125,Monasteries,ECD090,Ecclesiastical Effects 1,11
07065027.wav,"Large hallway, with footsteps and occasional doors - 1984 (7M1,reprocessed)",299,Monasteries,ECD090,Ecclesiastical Effects 1,10
07065026.wav,"Monks rising from tables and leaving refectory - 1984 (7M1,reprocessed)",49,Monasteries,ECD090,Ecclesiastical Effects 1,9
07065025.wav,"Monks sit down, silence bell rung, meal commences - 1984 (7M1,reprocessed)",219,Bells: Monasteries,ECD090,Ecclesiastical Effects 1,8
07065024.wav,"Prinknash Abbey Monastery,Glos.,monks file into refectory in a monastery, chairs scraped - 1984 (7M1,reprocessed)",95,Monasteries,ECD090,Ecclesiastical Effects 1,7
07065023.wav,"Church atmosphere at Stratford-on-Avon with crowd - 1972 (1C4,reprocessed)",306,Churches,ECD090,Ecclesiastical Effects 1,6
07065022.wav,"St. Paul's Cathedral, London, general atmosphere in cathedral - 1973 (1C2,reprocessed)",106,St Paul's Cathedral,ECD090,Ecclesiastical Effects 1,5
07065021.wav,"St. Paul's Cathedral, London, atmosphere in Whispering Gallery - 1973 (1C2,reprocessed)",276,St Paul's Cathedral,ECD090,Ecclesiastical Effects 1,4
07065020.wav,"Buckfast Abbey, Devon, subdued crowd in abbey - 1982 (1C27,reprocessed)",302,Abbeys,ECD090,Ecclesiastical Effects 1,3
07065019.wav,"Westminster Abbey, London, crowd atmosphere with voices and footsteps - 1972 (1C4,reprocessed)",307,Abbeys,ECD090,Ecclesiastical Effects 1,2
07065018.wav,"Westminster Abbey, London, general atmosphere, large echoey interior with occasional footsteps (sections suitable for large empty building) - 1973 (1C2,reprocessed)",307,Abbeys,ECD090,Ecclesiastical Effects 1,1
07065017.wav,"Hlavni main-line station, Prague, ticket hall, with footsteps, speech, escalator noise, indistinct PA and general bustle",280,Escalators,ECD060,Czechoslovakia,17
07065016.wav,Tram passes right to left,28,Trams: Czechoslovakia,ECD060,Czechoslovakia,16
07065015.wav,"Tram, Prague, internal, starts and stops, with PA announcements, chat etc.",255,Trams: Czechoslovakia,ECD060,Czechoslovakia,15
07065014.wav,"Funicular railway, internal ride, chat (Czech), doors shut, starts, constant run with rumble and more chat, doors open, people get out",128,Trains: Funicular Railways,ECD060,Czechoslovakia,14
07065013.wav,"Funicular railway, external, Prague, approaches, stops, doors open and close, departs",103,Trains: Funicular Railways,ECD060,Czechoslovakia,13
07065012.wav,"Courtyard, Prague Castle, echoey footsteps, some distinct speech (Czech), occasional bell, distant traffic",265,Traffic: Czechoslovakia,ECD060,Czechoslovakia,12
07065011.wav,"Kotna"" department store, Prague, busy, with footsteps, speech (Czech), trolleys and till noise",297,Shops: Czechoslovakia,ECD060,Czechoslovakia,11
07065010.wav,"Market, Bratislava, speech (Slovak), distant traffic, some bangs, not very busy",324,Markets: Czechoslovakia,ECD060,Czechoslovakia,10
07065009.wav,"Pedestrian street, Bratislava, footsteps on cobbles, speech (Slovak), no traffic",221,Pedestrians,ECD060,Czechoslovakia,9
07065008.wav,"Street, Bratislava, traffic (including heavy trams), footsteps, some distinct speech (Slovak)",288,Streets: Czechoslovakia,ECD060,Czechoslovakia,8
07065007.wav,"Pedestrian precinct, Prague, footsteps, some distinct speech (Czech), distant music from busker",294,Pedestrians,ECD060,Czechoslovakia,7
07065006.wav,"Open-air restaurant, Bratislava",195,Restaurants: Czechoslovakia,ECD060,Czechoslovakia,6
07065005.wav,"Stara Sladovna"" restaurant, very large restaurant in Bratislava, lunchtime, with noisy speech, clinks and general hubbub",209,Restaurants: Czechoslovakia,ECD060,Czechoslovakia,5
07065004.wav,"Cafe, Presov, (eastern Slovakia), animated chat (Slovak), also noise from coffee machine etc.",297,Cafes: Coffee Machines,ECD060,Czechoslovakia,4
07065003.wav,"Self-service cafe, Bratislava, some distinct speech (Slovak), footsteps, general noise",247,Cafes: Czechoslovakia,ECD060,Czechoslovakia,3
07065002.wav,"Restaurant, Prague, fairly busy, with distinct speech (Czech) and clinks",227,Restaurants: Czechoslovakia,ECD060,Czechoslovakia,2
07065001.wav,"Beer hall, Prague, noisy, rough and animated",258,Bars,ECD060,Czechoslovakia,1
07064273.wav,1 woman departs (reprocessed),21,Footsteps: Female: Metal Stairs: Descending,ECD056,Footsteps 2,99
07064272.wav,1 woman approaches and stops (reprocessed),18,Footsteps: Female: Metal Stairs: Descending,ECD056,Footsteps 2,98
07064271.wav,1 woman starts and stops (reprocessed),22,Footsteps: Female: Metal Stairs: Descending,ECD056,Footsteps 2,97
07064270.wav,2 men depart (reprocessed),20,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,96
07064269.wav,2 men approach and stop (reprocessed),26,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,95
07064268.wav,2 men start and stop (reprocessed),41,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,94
07064267.wav,1 man departs (reprocessed),18,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,93
07064266.wav,1 man approaches and stops (reprocessed),18,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,92
07064265.wav,1 man starts and stops (reprocessed),34,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,91
07064264.wav,1 woman departs (reprocessed),17,Footsteps: Female: Metal Stairs: Ascending,ECD056,Footsteps 2,90
07064263.wav,1 woman approaches and stops (reprocessed),25,Footsteps: Female: Metal Stairs: Ascending,ECD056,Footsteps 2,89
07064262.wav,1 woman starts and stops (reprocessed),36,Footsteps: Female: Metal Stairs: Ascending,ECD056,Footsteps 2,88
07064261.wav,2 men depart (reprocessed),21,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,87
07064260.wav,2 men approach and stop (reprocessed),24,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,86
07064259.wav,2 men start and stop (reprocessed),36,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,85
07064258.wav,1 man departs (reprocessed),20,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,84
07064257.wav,1 man approaches and stops (reprocessed),21,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,83
07064256.wav,1 man starts and stops (reprocessed),35,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,82
07064255.wav,2 women depart (reprocessed),9,Footsteps: Female: Stone Stairs: Descending,ECD056,Footsteps 2,81
07064254.wav,2 women approach and stop (reprocessed),9,Footsteps: Female: Stone Stairs: Descending,ECD056,Footsteps 2,80
07064253.wav,2 women start and stop (reprocessed),43,Footsteps: Female: Stone Stairs: Descending,ECD056,Footsteps 2,79
